606581,0.99,-0.06,-0.19
606591,0.99,-0.06,-0.19
606601,0.99,-0.09,-0.16
606611,0.99,-0.10,-0.22
606621,0.99,-0.02,-0.22
606631,0.99,-0.00,-0.16
606641,0.99,-0.00,-0.11
606651,0.99,0.02,-0.14
606661,0.99,0.06,-0.19
606671,0.99,0.09,-0.16
606681,0.99,0.15,-0.14
606691,0.99,0.21,-0.16
606701,0.99,0.11,-0.20
606711,0.99,0.11,-0.23
606721,1.00,-0.15,-0.40
606731,1.01,-0.43,-0.55
606741,0.99,-0.50,-0.50
606751,0.96,-0.22,-0.30
606761,0.96,0.11,-0.03
606771,0.96,0.18,0.18
606781,0.97,0.21,0.17
606791,0.97,-0.01,0.06
606801,0.98,-0.25,-0.17
606811,0.99,-0.19,-0.19
606821,0.99,-0.03,-0.15
606831,0.99,0.06,-0.16
606841,0.99,0.06,-0.16
606851,1.00,0.06,-0.14
606861,1.00,0.04,-0.13
606871,1.00,0.07,-0.15
606881,1.00,0.09,-0.15
606891,1.00,0.09,-0.13
606901,0.99,0.07,-0.12
606911,0.99,0.05,-0.12
606921,0.99,0.08,-0.04
606931,0.98,0.07,0.00
606941,0.99,0.04,-0.13
606951,1.00,0.01,-0.18
606961,1.00,0.00,-0.15
606971,0.99,0.00,-0.11
606981,0.99,0.01,-0.13
606991,1.00,0.05,-0.19
607001,1.00,0.06,-0.23
607011,0.99,0.02,-0.22
607021,0.99,-0.02,-0.19
607031,0.99,-0.07,-0.16
607041,0.99,-0.02,-0.18
607051,0.99,-0.02,-0.17
607061,0.99,-0.01,-0.14
607071,0.99,-0.00,-0.11
607081,0.99,0.03,-0.11
607091,0.99,0.03,-0.11
607101,0.99,0.06,-0.17
607111,0.99,0.03,-0.18
607121,0.99,0.00,-0.17
607131,0.99,-0.04,-0.13
607141,0.99,-0.02,-0.15
607151,1.01,0.00,-0.26
607161,1.01,0.07,-0.28
607171,1.00,0.11,-0.18
607181,0.99,0.15,-0.18
607191,0.99,0.14,-0.19
607201,0.99,0.10,-0.20
607211,0.99,0.04,-0.16
607221,0.99,0.04,-0.11
607231,0.99,-0.04,-0.07
607241,0.99,-0.13,-0.07
607251,0.99,-0.08,-0.08
607261,0.99,0.01,-0.13
607271,1.00,0.07,-0.20
607281,1.00,0.12,-0.21
607291,1.00,0.18,-0.22
607301,1.00,0.18,-0.21
607311,1.00,0.07,-0.21
607321,0.99,0.07,-0.15
607331,0.98,-0.06,-0.06
607341,0.98,-0.06,-0.06
607351,0.99,-0.21,0.02
607361,0.97,-0.33,0.08
607371,1.01,-0.20,-0.09
607381,1.01,-0.19,-0.19
607391,0.99,-0.14,-0.09
607401,0.98,-0.09,0.02
607411,0.99,0.00,-0.10
607421,1.00,-0.00,-0.18
607431,0.99,0.00,-0.09
607441,0.99,0.07,-0.15
607451,1.00,0.06,-0.14
607461,0.99,0.02,-0.12
607471,0.99,-0.05,-0.08
607481,0.99,-0.06,-0.03
607491,0.99,-0.24,0.00
607501,0.98,-0.32,0.02
607511,0.98,-0.31,-0.01
607521,0.99,-0.02,-0.09
607531,1.00,0.11,-0.07
607541,0.99,0.04,-0.03
607551,0.99,-0.00,0.02
607561,0.99,0.04,0.03
607571,1.00,0.06,-0.05
607581,1.00,0.08,-0.16
607591,1.00,0.08,-0.16
607601,1.00,0.19,-0.19
607611,1.01,0.22,-0.27
607621,1.01,0.23,-0.30
607631,1.00,0.14,-0.25
607641,1.00,0.05,-0.19
607651,0.99,-0.02,-0.11
607661,0.99,-0.08,-0.09
607671,0.99,-0.05,-0.05
607681,0.99,0.01,-0.02
607691,0.99,0.04,-0.02
607701,0.99,0.00,-0.16
607711,1.00,-0.01,-0.27
607721,1.00,0.06,-0.21
607731,1.00,0.09,-0.11
607741,1.00,0.13,-0.01
607751,0.99,0.04,-0.08
607761,0.99,-0.00,-0.08
607771,0.99,-0.02,-0.03
607781,0.99,-0.04,-0.03
607791,0.99,-0.01,0.00
607801,0.99,-0.05,-0.02
607811,0.99,-0.02,-0.05
607821,0.99,-0.05,-0.10
607831,0.97,-0.23,0.09
607841,0.97,-0.23,0.09
607851,0.92,-0.29,0.23
607861,0.88,-0.37,0.31
607871,0.94,-0.09,0.15
607881,1.38,0.26,0.18
607891,1.45,0.31,0.33
607901,1.20,0.15,0.00
607911,0.88,0.27,-0.02
607921,0.69,0.63,-0.60
607931,0.71,0.58,-0.64
607941,0.78,0.72,-0.53
607951,0.89,0.41,-0.24
607961,0.82,0.47,-0.63
607971,0.84,0.46,-0.55
607981,1.00,0.40,-0.26
607991,0.91,0.31,-0.48
608001,0.94,0.26,-0.49
608011,0.93,0.06,-0.43
608021,0.93,0.01,-0.30
608031,0.97,0.15,-0.21
608041,0.99,0.20,-0.26
608051,0.99,0.22,-0.17
608061,0.99,0.22,-0.06
608071,1.01,0.21,-0.07
608081,1.00,0.14,-0.13
608091,1.00,0.14,-0.13
608101,0.99,0.01,-0.14
608111,0.99,0.02,-0.09
608121,1.00,0.09,-0.11
608131,0.98,0.02,-0.26
608141,0.97,0.11,-0.22
608151,0.98,0.27,-0.15
608161,0.99,0.31,-0.16
608171,0.97,0.10,0.01
608181,0.99,-0.01,0.04
608191,1.03,0.00,-0.07
608201,1.03,-0.02,-0.16
608211,1.01,-0.07,-0.04
608221,1.00,0.01,0.10
608231,1.05,0.02,0.23
608241,1.06,0.07,0.15
608251,1.06,0.14,0.12
608261,1.00,0.05,0.13
608271,0.98,0.19,0.16
608281,0.94,0.94,0.21
608291,0.78,1.16,0.21
608301,0.57,1.28,0.09
608311,0.43,1.77,-0.22
608321,0.50,1.99,-0.29
608331,0.34,1.99,-0.02
608341,0.34,1.99,-0.02
608351,0.25,1.99,-0.11
608361,-0.11,-0.40,-0.45
608371,-0.07,-2.00,-1.17
608381,0.11,-2.00,-2.00
608391,0.09,-1.26,-2.00
608401,-0.01,1.99,-2.00
608411,-0.23,1.91,-2.00
608421,-0.79,0.82,-1.52
608431,-1.88,0.43,-0.09
608441,-2.00,-1.76,1.42
608451,-1.84,-2.00,1.99
608461,-1.39,-2.00,1.99
608471,-1.13,-2.00,0.90
608481,-0.85,-2.00,-0.59
608491,-1.10,-2.00,0.02
608501,-1.61,-2.00,0.67
608511,-2.00,-2.00,1.99
608521,-1.52,-2.00,1.99
608531,-0.77,-1.39,1.99
608541,-0.52,-0.98,0.22
608551,-1.06,-0.74,1.07
608561,-0.71,1.99,0.16
608571,-0.50,1.99,-0.67
608581,-0.09,1.99,-0.87
608591,-0.09,1.99,-0.87
608601,0.27,1.99,0.02
608611,0.39,-0.52,-0.21
608621,0.52,-0.67,-0.04
608631,0.66,0.11,0.58
608641,1.45,1.60,1.17
608651,1.84,1.99,1.99
608661,1.19,-0.46,1.99
608671,0.80,-0.35,0.48
608681,0.46,0.84,0.38
608691,0.62,1.99,0.64
608701,0.58,1.77,0.66
608711,0.56,0.89,-0.47
608721,0.70,0.53,-1.09
608731,0.73,0.00,-0.22
608741,0.80,0.02,0.41
608751,0.89,0.06,0.60
608761,0.98,0.04,0.77
608771,0.97,0.38,1.02
608781,0.90,0.80,1.01
608791,0.77,1.03,0.57
608801,0.73,1.14,-0.09
608811,0.63,0.86,-0.39
608821,0.86,0.69,-0.44
608831,0.86,0.69,-0.44
608841,0.92,0.49,-0.08
608851,0.79,0.17,0.50
608861,0.53,0.39,0.74
608871,0.29,0.74,0.73
608881,0.33,0.85,0.33
608891,0.26,0.41,-0.67
608901,0.05,0.57,-1.12
608911,0.35,0.76,-1.48
608921,0.61,0.69,-1.65
608931,0.76,0.48,-1.39
608941,0.55,0.18,-1.06
608951,0.27,-0.03,-0.61
608961,0.21,-0.22,-0.29
608971,0.34,-0.33,-0.19
608981,0.57,-0.29,-0.45
608991,0.71,-0.04,-1.37
609001,0.63,0.26,-1.98
609011,0.61,0.60,-1.41
609021,0.67,0.59,-0.87
609031,0.74,0.43,-0.69
609041,0.66,0.31,-0.62
609051,0.69,0.13,-0.73
609061,0.72,0.09,-0.77
609071,0.69,0.14,-0.82
609081,0.69,0.14,-0.82
609091,0.53,0.13,-0.85
609101,0.48,0.19,-0.84
609111,0.54,0.24,-0.82
609121,0.60,0.36,-0.75
609131,0.69,0.40,-0.76
609141,0.72,0.48,-0.69
609151,0.62,0.45,-0.63
609161,0.60,0.44,-0.63
609171,0.62,-0.03,-0.76
609181,0.45,0.26,-0.89
609191,0.61,0.34,-0.96
609201,0.72,0.40,-1.02
609211,0.78,0.32,-0.97
609221,0.89,0.32,-0.60
609231,0.35,0.82,-0.20
609241,0.19,1.66,-0.01
609251,0.35,1.99,0.25
609261,0.57,1.63,0.28
609271,0.49,0.93,0.30
609281,0.67,0.38,0.14
609291,0.72,-0.05,-0.22
609301,0.82,-0.00,-0.50
609311,0.87,0.36,-0.57
609321,0.71,0.41,-0.52
609331,0.71,0.41,-0.52
609341,0.61,0.28,-0.52
609351,0.64,0.29,-0.56
609361,0.79,0.46,-0.45
609371,0.87,0.67,-0.32
609381,0.90,0.78,-0.20
609391,0.83,0.71,-0.20
609401,0.73,0.40,-0.38
609411,0.54,0.31,-0.63
609421,0.58,0.56,-0.74
609431,0.69,0.99,-0.76
609441,0.83,1.51,-0.55
609451,0.79,1.72,-0.34
609461,0.70,1.58,-0.16
609471,0.53,1.31,-0.14
609481,0.30,1.01,-0.13
609491,0.08,0.19,-0.53
609501,0.33,-0.51,-1.42
609511,0.61,0.39,-1.80
609521,0.62,0.52,-1.54
609531,0.66,0.74,-1.01
609541,0.61,0.37,-0.80
609551,0.37,-0.37,-1.28
609561,0.20,0.22,-1.62
609571,-0.12,1.34,-1.53
609581,-0.12,1.34,-1.53
609591,-0.29,1.99,-0.78
609601,-0.34,1.99,-0.13
609611,-0.78,1.99,-0.12
609621,-1.67,1.99,0.09
609631,-2.00,0.72,0.17
609641,-2.00,-2.00,-0.11
609651,-1.86,-2.00,-0.69
609661,-1.66,-2.00,-1.40
609671,-1.57,-2.00,-2.00
609681,-1.95,-2.00,-1.33
609691,-1.92,-2.00,1.08
609701,-1.70,-2.00,1.99
609711,-1.34,-1.43,0.49
609721,-1.27,0.60,-1.94
609731,-1.77,0.45,-2.00
609741,-2.00,-1.39,-1.68
609751,-2.00,-2.00,0.35
609761,-2.00,-2.00,-0.69
609771,-2.00,-1.67,-0.72
609781,-2.00,-0.72,0.76
609791,-2.00,1.99,1.99
609801,-1.96,1.99,1.99
609811,-1.14,1.99,1.99
609821,-0.39,1.99,1.99
609831,-0.39,1.99,1.99
609841,0.51,1.99,1.99
609851,0.64,0.44,1.99
609861,0.66,-0.65,0.65
609871,0.27,-1.59,-0.04
609881,-0.00,-1.33,0.10
609891,-0.02,-0.23,0.61
609901,0.06,0.82,0.94
609911,0.14,1.78,0.98
609921,0.30,1.99,0.67
609931,0.32,1.99,0.82
609941,0.34,1.99,0.96
609951,0.25,1.58,1.21
609961,0.05,0.11,1.14
609971,0.01,-0.54,0.66
609981,0.07,-0.43,0.14
609991,0.17,0.09,-0.27
610001,0.28,0.83,-0.48
610011,0.43,1.43,-0.43
610021,0.42,1.79,-0.14
610031,0.32,1.99,0.16
610041,0.24,1.99,0.25
610051,0.18,1.99,0.06
610061,0.14,1.54,-0.25
610071,0.21,1.00,-0.40
610081,0.21,1.00,-0.40
610091,0.32,0.34,-0.33
610101,0.38,0.02,-0.18
610111,0.36,-0.12,-0.15
610121,0.41,-0.05,-0.14
610131,0.40,0.14,-0.21
610141,0.42,0.62,-0.50
610151,0.43,1.01,-0.69
610161,0.46,1.40,-0.75
610171,0.46,1.61,-0.60
610181,0.43,1.41,-0.43
610191,0.43,1.13,-0.31
610201,0.46,0.96,-0.30
610211,0.45,0.83,-0.39
610221,0.40,0.47,-0.43
610231,0.45,0.32,-0.50
610241,0.50,0.14,-0.60
610251,0.54,0.09,-0.72
610261,0.59,0.27,-0.83
610271,0.60,0.37,-0.75
610281,0.55,0.51,-0.55
610291,0.53,0.63,-0.44
610301,0.57,0.66,-0.46
610311,0.60,0.64,-0.46
610321,0.69,0.77,-0.51
610331,0.69,0.77,-0.51
610341,0.71,0.74,-0.50
610351,0.66,0.70,-0.43
610361,0.58,0.54,-0.35
610371,0.55,0.53,-0.53
610381,0.58,0.46,-0.74
610391,0.60,0.44,-0.87
610401,0.57,0.46,-0.80
610411,0.55,0.46,-0.67
610421,0.59,0.47,-0.64
610431,0.60,0.46,-0.61
610441,0.62,0.38,-0.53
610451,0.64,0.30,-0.43
610461,0.62,0.30,-0.46
610471,0.63,0.39,-0.56
610481,0.66,0.66,-0.71
610491,0.64,0.81,-0.86
610501,0.61,0.81,-0.84
610511,0.62,0.75,-0.67
610521,0.67,0.70,-0.44
610531,0.69,0.59,-0.23
610541,0.76,0.46,-0.10
610551,0.75,0.32,-0.05
610561,0.73,0.19,-0.11
610571,0.74,0.17,-0.24
610581,0.74,0.17,-0.24
610591,0.74,0.23,-0.41
610601,0.75,0.32,-0.42
610611,0.78,0.49,-0.44
610621,0.74,0.55,-0.41
610631,0.74,0.60,-0.32
610641,0.74,0.62,-0.32
610651,0.72,0.57,-0.33
610661,0.69,0.50,-0.41
610671,0.67,0.47,-0.53
610681,0.70,0.51,-0.70
610691,0.70,0.56,-0.77
610701,0.67,0.61,-0.74
610711,0.66,0.66,-0.68
610721,0.60,0.68,-0.62
610731,0.57,0.65,-0.62
610741,0.60,0.53,-0.63
610751,0.59,0.52,-0.60
610761,0.64,0.55,-0.57
610771,0.65,0.55,-0.63
610781,0.61,0.40,-0.75
610791,0.61,0.21,-0.88
610801,0.64,0.03,-0.99
610811,0.64,-0.07,-0.93
610821,0.64,-0.02,-0.86
610831,0.64,-0.02,-0.86
610841,0.64,-0.00,-0.73
610851,0.65,0.16,-0.63
610861,0.69,0.35,-0.57
610871,0.70,0.41,-0.62
610881,0.71,0.37,-0.62
610891,0.68,0.37,-0.59
610901,0.64,0.37,-0.65
610911,0.64,0.37,-0.78
610921,0.66,0.39,-0.87
610931,0.67,0.32,-0.86
610941,0.67,0.29,-0.82
610951,0.68,0.30,-0.74
610961,0.67,0.28,-0.72
610971,0.66,0.38,-0.86
610981,0.71,0.71,-1.08
610991,0.64,0.97,-1.20
611001,0.62,1.01,-1.29
611011,0.58,0.74,-1.35
611021,0.54,0.46,-1.37
611031,0.53,0.30,-1.22
611041,0.48,0.76,-1.37
611051,0.44,1.38,-1.72
611061,0.27,1.99,-2.00
611071,-0.09,1.99,-2.00
611081,-0.09,1.99,-2.00
611091,-0.97,1.99,-2.00
611101,-1.82,1.09,-2.00
611111,-2.00,0.80,-2.00
611121,-2.00,0.90,-2.00
611131,-2.00,0.75,-1.77
611141,-2.00,0.15,0.57
611151,-2.00,-1.95,1.92
611161,-2.00,-2.00,1.83
611171,-2.00,-2.00,1.99
611181,-1.88,-2.00,1.99
611191,-1.27,-2.00,1.99
611201,-1.12,-2.00,1.99
611211,-2.00,-2.00,1.99
611221,-2.00,-2.00,1.99
611231,-2.00,-2.00,1.99
611241,-2.00,0.34,1.01
611251,-2.00,1.33,-0.62
611261,-2.00,1.99,-2.00
611271,-1.82,1.99,-2.00
611281,-1.37,1.99,-0.96
611291,-0.85,1.99,-0.18
611301,0.02,1.99,-0.81
611311,0.29,1.96,0.67
611321,0.05,1.51,1.19
611331,0.05,1.51,1.19
611341,0.04,1.89,1.10
611351,0.02,1.81,1.12
611361,0.26,1.99,0.76
611371,0.35,1.99,0.57
611381,0.40,1.99,0.54
611391,0.49,1.99,0.35
611401,0.30,1.99,0.32
611411,0.16,1.99,0.26
611421,0.08,1.38,0.18
611431,-0.01,0.83,0.13
611441,0.02,0.39,-0.05
611451,0.19,0.18,-0.32
611461,0.34,0.35,-0.41
611471,0.51,0.86,-0.55
611481,0.55,1.29,-0.52
611491,0.48,1.47,-0.43
611501,0.43,1.45,-0.24
611511,0.38,1.21,-0.07
611521,0.40,0.84,0.07
611531,0.33,0.60,0.19
611541,0.28,0.50,0.18
611551,0.33,0.49,-0.03
611561,0.39,0.52,-0.29
611571,0.45,0.53,-0.49
611581,0.45,0.53,-0.49
611591,0.53,0.44,-0.68
611601,0.57,0.31,-0.74
611611,0.52,0.25,-0.69
611621,0.57,0.41,-0.73
611631,0.55,0.51,-0.71
611641,0.54,0.55,-0.68
611651,0.60,0.57,-0.73
611661,0.64,0.60,-0.73
611671,0.70,0.68,-0.70
611681,0.75,0.72,-0.61
611691,0.73,0.75,-0.46
611701,0.72,0.63,-0.29
611711,0.72,0.40,-0.16
611721,0.71,0.16,-0.12
611731,0.72,-0.01,-0.18
611741,0.74,-0.04,-0.31
611751,0.74,0.12,-0.48
611761,0.79,0.39,-0.67
611771,0.80,0.60,-0.70
611781,0.78,0.68,-0.54
611791,0.80,0.67,-0.38
611801,0.84,0.57,-0.23
611811,0.85,0.43,-0.16
611821,0.85,0.27,-0.12
611831,0.85,0.27,-0.12
611841,0.83,0.18,-0.17
611851,0.81,0.15,-0.30
611861,0.81,0.18,-0.48
611871,0.81,0.23,-0.58
611881,0.81,0.35,-0.66
611891,0.82,0.43,-0.64
611901,0.82,0.47,-0.53
611911,0.83,0.50,-0.44
611921,0.81,0.50,-0.40
611931,0.86,0.52,-0.44
611941,0.84,0.49,-0.48
611951,0.81,0.38,-0.47
611961,0.81,0.28,-0.45
611971,0.80,0.19,-0.40
611981,0.80,0.12,-0.34
611991,0.82,0.07,-0.31
612001,0.83,0.09,-0.32
612011,0.84,0.13,-0.29
612021,0.85,0.16,-0.27
612031,0.90,0.23,-0.29
612041,0.91,0.43,-0.37
612051,0.85,0.54,-0.39
612061,0.85,0.55,-0.43
612071,0.87,0.52,-0.48
612081,0.87,0.52,-0.48
612091,0.89,0.51,-0.51
612101,0.85,0.44,-0.43
612111,0.85,0.34,-0.38
612121,0.85,0.27,-0.39
612131,0.84,0.24,-0.41
612141,0.83,0.19,-0.39
612151,0.86,0.17,-0.37
612161,0.83,0.23,-0.36
612171,0.87,0.35,-0.41
612181,0.89,0.46,-0.41
612191,0.87,0.49,-0.36
612201,0.85,0.43,-0.35
612211,0.84,0.31,-0.39
612221,0.83,0.18,-0.44
612231,0.82,0.05,-0.45
612241,0.75,-0.02,-0.34
612251,0.80,0.05,-0.45
612261,0.79,-0.00,-0.45
612271,0.79,0.01,-0.44
612281,0.84,0.10,-0.46
612291,0.87,0.30,-0.49
612301,0.90,0.51,-0.47
612311,0.90,0.62,-0.40
612321,0.91,0.64,-0.41
612331,0.91,0.64,-0.41
612341,0.89,0.57,-0.46
612351,0.88,0.41,-0.52
612361,0.87,0.25,-0.55
612371,0.87,0.16,-0.53
612381,0.90,0.22,-0.46
612391,0.90,0.30,-0.36
612401,0.89,0.30,-0.27
612411,0.90,0.25,-0.25
612421,0.96,0.20,-0.24
612431,0.96,0.23,-0.23
612441,0.94,0.29,-0.25
612451,0.93,0.38,-0.32
612461,0.92,0.43,-0.39
612471,0.86,0.42,-0.42
612481,0.83,0.34,-0.48
612491,0.81,0.21,-0.50
612501,0.82,0.09,-0.49
612511,0.83,0.03,-0.45
612521,0.84,0.04,-0.43
612531,0.84,0.06,-0.34
612541,0.79,0.23,-0.39
612551,0.76,0.43,-0.52
612561,0.82,0.59,-0.67
612571,0.80,0.63,-0.69
612581,0.80,0.63,-0.69
612591,0.69,0.57,-0.57
612601,0.69,0.36,-0.42
612611,1.01,0.14,-0.35
612621,0.80,0.04,-0.70
612631,0.89,-0.07,-0.75
612641,0.82,0.04,-0.66
612651,0.84,0.06,-0.55
612661,0.86,0.07,-0.50
612671,0.86,0.08,-0.46
612681,0.90,0.15,-0.46
612691,0.93,0.23,-0.44
612701,0.89,0.29,-0.39
612711,0.86,0.31,-0.43
612721,0.83,0.34,-0.60
612731,0.77,0.30,-0.78
612741,0.81,0.43,-0.78
612751,0.94,0.44,-0.82
612761,0.88,0.39,-0.73
612771,0.86,0.34,-0.64
612781,0.83,0.30,-0.60
612791,0.89,0.47,-0.73
612801,0.90,0.51,-0.86
612811,0.82,0.53,-0.85
612821,0.01,0.57,-0.69
612831,0.01,0.57,-0.69
612841,0.63,0.32,-0.45
612851,1.53,0.32,-0.71
612861,1.05,-0.04,-1.21
612871,0.67,-0.30,-1.38
612881,0.44,0.17,-1.91
612891,0.22,0.80,-2.00
612901,-0.16,1.35,-2.00
612911,-0.85,0.97,-2.00
612921,-1.45,-0.68,-2.00
612931,-1.98,-2.00,-2.00
612941,-2.00,-2.00,-0.68
612951,-2.00,-2.00,-0.29
612961,-2.00,-2.00,-0.14
612971,-2.00,-1.84,-0.03
612981,-2.00,-1.08,0.89
612991,-2.00,-1.03,1.99
613001,-2.00,-1.29,1.99
613011,-2.00,-2.00,1.99
613021,-1.12,-2.00,1.99
613031,-2.00,-2.00,1.99
613041,-2.00,-2.00,1.99
613051,-2.00,-0.89,1.99
613061,-2.00,0.83,-0.80
613071,-2.00,1.58,-2.00
613081,-2.00,1.58,-2.00
613091,-1.65,1.59,-2.00
613101,-0.31,1.46,-2.00
613111,-0.16,1.48,-2.00
613121,0.01,1.80,-1.58
613131,0.04,1.99,0.28
613141,0.31,1.99,-0.30
613151,0.44,1.99,-1.07
613161,0.27,1.99,-1.48
613171,0.36,1.99,-1.59
613181,0.25,1.39,-1.30
613191,0.17,0.87,-0.87
613201,0.21,0.81,-0.73
613211,0.22,0.73,-0.41
613221,0.24,0.65,-0.37
613231,0.25,0.59,-0.48
613241,0.28,0.43,-0.13
613251,0.31,0.45,-0.28
613261,0.43,0.82,-1.06
613271,0.20,1.26,-1.16
613281,0.32,1.29,-1.22
613291,0.32,1.01,-1.00
613301,0.23,0.68,-0.66
613311,0.21,0.29,-0.45
613321,0.21,-0.15,-0.22
613331,0.32,-0.51,-0.30
613341,0.32,-0.51,-0.30
613351,0.41,-0.74,-0.41
613361,0.43,-0.76,-0.53
613371,0.52,-0.64,-0.59
613381,0.58,-0.52,-0.69
613391,0.66,-0.43,-0.74
613401,0.72,-0.34,-0.76
613411,0.73,-0.19,-0.71
613421,0.67,0.00,-0.66
613431,0.61,0.21,-0.50
613441,0.72,0.30,-0.52
613451,0.78,0.29,-0.56
613461,0.76,0.23,-0.56
613471,0.74,0.14,-0.57
613481,0.74,0.02,-0.58
613491,0.80,-0.09,-0.68
613501,0.83,-0.20,-0.83
613511,0.80,-0.35,-0.74
613521,0.76,-0.40,-0.64
613531,0.76,-0.31,-0.51
613541,0.78,-0.17,-0.47
613551,0.81,-0.02,-0.48
613561,0.83,0.09,-0.61
613571,0.83,0.16,-0.62
613581,0.83,0.09,-0.63
613591,0.83,0.09,-0.63
613601,0.85,-0.11,-0.60
613611,0.81,-0.23,-0.54
613621,0.78,-0.19,-0.48
613631,0.81,-0.09,-0.45
613641,0.81,0.02,-0.44
613651,0.79,0.11,-0.43
613661,0.78,0.15,-0.37
613671,0.79,0.15,-0.36
613681,0.82,0.17,-0.48
613691,0.83,0.17,-0.58
613701,0.78,0.18,-0.63
613711,0.80,0.13,-0.66
613721,0.83,0.09,-0.72
613731,0.82,0.03,-0.69
613741,0.81,-0.03,-0.61
613751,0.82,-0.07,-0.56
613761,0.84,-0.08,-0.52
613771,0.86,-0.02,-0.61
613781,0.87,0.07,-0.68
613791,0.87,0.12,-0.66
613801,0.89,0.13,-0.53
613811,0.89,0.10,-0.42
613821,0.87,0.04,-0.32
613831,0.88,-0.01,-0.26
613841,0.88,-0.01,-0.26
613851,0.87,-0.00,-0.35
