613861,0.87,-0.02,-0.43
613871,0.90,-0.02,-0.45
613881,0.88,-0.02,-0.41
613891,0.87,0.00,-0.37
613901,0.80,0.00,-0.41
613911,0.90,0.05,-0.46
613921,0.93,0.07,-0.45
613931,0.86,0.15,-0.53
613941,0.89,0.16,-0.55
613951,0.87,0.11,-0.55
613961,0.77,0.10,-0.49
613971,0.37,0.09,-0.37
613981,1.13,0.02,-0.38
613991,1.13,-0.21,-0.51
614001,1.11,-0.25,-0.29
614011,0.89,-0.07,-0.27
614021,0.94,0.01,-0.26
614031,0.93,0.01,-0.35
614041,0.94,0.07,-0.59
614051,0.99,0.23,-0.73
614061,0.89,0.61,-0.78
614071,1.03,0.94,-1.09
614081,-0.01,1.11,-1.03
614091,-0.01,1.11,-1.03
614101,0.67,0.82,-1.04
614111,0.94,0.04,-1.16
614121,0.84,-0.63,-1.03
614131,0.65,-1.04,-0.66
614141,0.53,-0.76,-0.50
614151,0.71,-0.17,-0.64
614161,0.63,0.08,-0.90
614171,0.41,0.37,-1.65
614181,0.11,0.34,-1.79
614191,-0.26,0.07,-1.72
614201,-0.57,-0.39,-1.35
614211,-0.71,-0.62,-0.70
614221,-0.80,-0.87,-0.28
614231,-0.86,-1.32,0.07
614241,-0.78,-2.00,-0.21
614251,-0.78,-2.00,-0.85
614261,-1.17,-1.33,-0.92
614271,-1.77,-1.05,-0.87
614281,-2.00,-0.73,-1.14
614291,-2.00,-1.05,-0.79
614301,-2.00,-1.43,0.59
614311,-2.00,-2.00,1.28
614321,-2.00,-2.00,1.22
614331,-2.00,-1.58,1.00
614341,-2.00,-1.58,1.00
614351,-2.00,-0.36,1.32
614361,-2.00,-2.00,1.99
614371,-2.00,-1.59,1.99
614381,-1.48,-2.00,1.99
614391,-2.00,-2.00,1.99
614401,-2.00,-2.00,1.70
614411,-2.00,-0.94,0.36
614421,-2.00,-0.42,-0.01
614431,-2.00,0.29,-0.69
614441,-2.00,0.71,-1.20
614451,-2.00,1.00,-1.91
614461,-1.90,1.11,-2.00
614471,-1.12,0.43,-2.00
614481,-0.42,-0.17,-2.00
614491,0.28,-0.51,-2.00
614501,0.37,0.17,-2.00
614511,0.24,0.94,-2.00
614521,0.38,1.36,-2.00
614531,0.39,1.13,-1.47
614541,0.40,0.97,-0.66
614551,0.54,0.92,-0.27
614561,0.55,1.03,0.13
614571,0.60,1.16,0.00
614581,0.62,1.24,-0.35
614591,0.62,1.24,-0.35
614601,0.66,1.17,-0.74
614611,0.62,1.01,-1.01
614621,0.49,0.79,-1.19
614631,0.44,0.53,-1.32
614641,0.34,0.26,-1.12
614651,0.35,-0.01,-0.73
614661,0.39,-0.18,-0.40
614671,0.46,-0.22,-0.24
614681,0.53,-0.19,-0.25
614691,0.62,-0.11,-0.36
614701,0.65,-0.02,-0.45
614711,0.66,-0.02,-0.50
614721,0.63,-0.01,-0.54
614731,0.55,-0.05,-0.57
614741,0.53,-0.09,-0.63
614751,0.55,-0.17,-0.67
614761,0.62,-0.23,-0.63
614771,0.71,-0.30,-0.63
614781,0.73,-0.32,-0.62
614791,0.75,-0.31,-0.58
614801,0.74,-0.27,-0.55
614811,0.72,-0.21,-0.53
614821,0.72,-0.12,-0.54
614831,0.74,0.02,-0.70
614841,0.74,0.02,-0.70
614851,0.68,0.09,-0.78
614861,0.64,0.09,-0.72
614871,0.69,0.00,-0.65
614881,0.69,-0.05,-0.57
614891,0.71,-0.09,-0.57
614901,0.75,-0.11,-0.54
614911,0.80,-0.10,-0.48
614921,0.79,-0.07,-0.38
614931,0.76,-0.03,-0.27
614941,0.82,0.03,-0.22
614951,0.88,0.08,-0.22
614961,0.92,0.11,-0.24
614971,0.93,0.15,-0.24
614981,0.96,0.22,-0.29
614991,0.92,0.30,-0.34
615001,0.85,0.27,-0.34
615011,0.84,0.18,-0.27
615021,0.91,0.13,-0.25
615031,1.01,0.08,-0.23
615041,1.04,0.04,-0.19
615051,1.06,-0.01,-0.12
615061,1.10,-0.02,-0.09
615071,1.08,-0.01,-0.12
615081,1.05,0.00,-0.19
615091,1.05,0.00,-0.19
615101,1.01,0.01,-0.27
615111,1.01,0.02,-0.35
615121,1.06,-0.01,-0.49
615131,1.03,-0.03,-0.44
615141,0.97,-0.01,-0.27
615151,0.98,0.00,-0.15
615161,0.98,-0.01,-0.04
615171,0.99,0.07,-0.08
615181,0.96,0.17,-0.13
615191,0.97,0.30,-0.29
615201,0.99,0.39,-0.36
615211,1.02,0.43,-0.36
615221,1.01,0.38,-0.28
